Country,Idcode,Data Source,Beverage Types,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,MeanValues
Saint Kitts and Nevis,KNA, Data source, Other alcoholic beverages,,0.2,0.18,0.17,0.22,0.2,0.24,0.25,0.26,0.25,0.22,0.19,0.01,0.01,0.02,0.02,0.162666667
Saint Lucia,LCA, Data source, All types,,9.97,9.73,9.99,10.43,10.87,11.09,12.09,12.68,13.45,12.32,11.93,12.55,11.85,12.03,11.69,11.51133333
Saint Lucia,LCA, Data source, Beer,,3.27,3.28,3.28,3.27,3.28,3.28,3.49,3.86,3.82,3.57,3.39,3.36,3.11,3.22,3.22,3.38
Saint Lucia,LCA, Data source, Wine,,1.46,1.32,1.17,1.3,1.45,1.2,1.28,1.36,1.68,0.72,0.69,0.85,0.77,1.18,1.11,1.169333333
Saint Lucia,LCA, Data source, Spirits,,4.78,4.66,5.03,5.32,5.55,5.9,6.45,6.56,7.07,7.16,7.03,8.28,7.91,7.56,7.3,6.437333333
Saint Lucia,LCA, Data source, Other alcoholic beverages,,0.46,0.46,0.51,0.54,0.59,0.71,0.86,0.89,0.87,0.86,0.82,0.06,0.06,0.06,0.06,0.520666667
Saint Vincent and the Grenadines,VCT, Data source, All types,,7.01,7.07,6.93,7.02,7,6.85,6.92,5.89,5.93,6.04,5.42,5.1,4.94,4.73,4.8,6.11
Saint Vincent and the Grenadines,VCT, Data source, Beer,,2.49,2.41,2.34,2.35,2.32,2.29,2.37,2.47,2.59,2.43,2.03,1.84,1.92,1.97,1.96,2.252
Saint Vincent and the Grenadines,VCT, Data source, Wine,,0.23,0.34,0.33,0.3,0.33,0.42,0.32,0.29,0.27,0.19,0.14,0.12,0.19,0.07,0.08,0.241333333
Saint Vincent and the Grenadines,VCT, Data source, Spirits,,4.13,4.16,4.14,4.26,4.22,4,4.1,3,2.95,3.32,3.15,3.13,2.82,2.67,2.75,3.52
Saint Vincent and the Grenadines,VCT, Data source, Other alcoholic beverages,,0.16,0.15,0.12,0.11,0.13,0.14,0.13,0.13,0.12,0.11,0.09,0.01,0.01,0.01,0.01,0.095333333
Samoa,WSM, Data source, All types,,,,,2.15,3.01,2.88,3.97,3.85,3.52,3.63,3.62,4.17,3.3,3.43,3,3.3775
Samoa,WSM, Data source, Beer,,,,,1.94,2.57,2.55,3.65,3.6,3.37,3.31,3.3,3.71,3.04,3.26,2.85,3.095833333
Samoa,WSM, Data source, Wine,,,,,0.09,0.09,0.06,0.05,0.09,0.09,0.08,0.06,0.06,0.05,0.02,0.03,0.064166667
Samoa,WSM, Data source, Spirits,,,,,0.12,0.35,0.26,0.27,0.17,0.07,0.24,0.26,0.4,0.22,0.15,0.12,0.219166667
Samoa,WSM, Data source, Other alcoholic beverages,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3
San Marino,SMR, Data source, All types,,,,,,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,#диаия./0!
San Marino,SMR, Data source, Beer,,,,,,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,#диаия./0!
San Marino,SMR, Data source, Wine,,,,,,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,#диаия./0!
San Marino,SMR, Data source, Spirits,,,,,,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,#диаия./0!
San Marino,SMR, Data source, Other alcoholic beverages,,,,,,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,#диаия./0!
Sao Tome and Principe,STP, Data source, All types,,,,,5.69,5.58,4.13,4.36,4.14,5.46,5.27,5.78,6.54,5.8,5.02,5.07,5.236666667
Sao Tome and Principe,STP, Data source, Beer,,,,,0.67,0.79,0.89,0.94,0.94,1.01,1.12,1.12,1.14,1.16,1.15,1.17,1.008333333
Sao Tome and Principe,STP, Data source, Wine,,,,,4.51,4.26,2.67,2.71,2.6,3.87,3.42,3.91,4.63,3.92,2.98,3.26,3.561666667
Sao Tome and Principe,STP, Data source, Spirits,,,,,0.5,0.52,0.57,0.7,0.6,0.59,0.74,0.75,0.77,0.72,0.89,0.64,0.665833333
Sao Tome and Principe,STP, Data source, Other alcoholic beverages,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,SAU, Data source, All types,,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.08,0.05,0.06,0.05,0.05,0.05,0.05,0.074666667
Saudi Arabia,SAU, Data source, Beer,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,SAU, Data source, Wine,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.000666667
Saudi Arabia,SAU, Data source, Spirits,,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.05,0.06,0.05,0.05,0.05,0.05,0.073333333
Saudi Arabia,SAU, Data source, Other alcoholic beverages,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,SEN, Data source, All types,,0.26,0.26,0.28,0.32,0.28,0.3,0.28,0.32,0.34,0.33,0.35,0.33,0.36,0.34,0.29,0.309333333
Senegal,SEN, Data source, Beer,,0.14,0.14,0.14,0.15,0.14,0.15,0.18,0.17,0.16,0.16,0.16,0.13,0.14,0.16,0.16,0.152
Senegal,SEN, Data source, Wine,,0.09,0.09,0.11,0.13,0.12,0.13,0.07,0.12,0.14,0.12,0.15,0.17,0.18,0.14,0.09,0.123333333
Senegal,SEN, Data source, Spirits,,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.04,0.04,0.03,0.04,0.04,0.04,0.034
Senegal,SEN, Data source, Other alcoholic beverages,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,SRB, Data source, All types,,9.09,9.16,9.38,9.56,9.65,9.85,9.54,9.3,8.58,9.6,7.42,7.25,6.95,7.53,7.38,8.682666667
Serbia,SRB, Data source, Beer,,2.61,2.69,2.87,2.93,2.88,3.03,3.47,3.6,3.62,4.77,3.21,3.07,2.91,3.65,3.68,3.266
Serbia,SRB, Data source, Wine,,4.16,4.17,4.18,4.31,4.45,4.49,3.74,3.38,2.63,2.38,1.61,1.55,1.51,1.48,1.38,3.028
Serbia,SRB, Data source, Spirits,,2.11,2.1,2.12,2.13,2.12,2.13,2.12,2.12,2.13,2.45,2.6,2.64,2.53,2.41,2.31,2.268
Serbia,SRB, Data source, Other alcoholic beverages,,0.2,0.21,0.21,0.2,0.2,0.21,0.21,0.2,0.2,0,0,0,0,0,0,0.122666667
Seychelles,SYC, Data source, All types,,,,,9.72,6.51,4.94,6.33,8.12,8.12,7.82,7.91,7.41,11.15,6.72,8.24,7.749166667
Seychelles,SYC, Data source, Beer,,,,,4.9,2.75,2.75,4.54,4.82,4.59,5.21,5.18,5.95,6.5,6.14,6.27,4.966666667
Seychelles,SYC, Data source, Wine,,,,,2.71,2.33,1.62,1.46,1.9,2.3,1.03,1.19,0.63,3.72,0.16,0.91,1.663333333
Seychelles,SYC, Data source, Spirits,,,,,2.11,1.42,0.57,0.33,1.4,1.23,1.59,1.54,0.83,0.93,0.42,1.07,1.12
Seychelles,SYC, Data source, Other alcoholic beverages,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,SLE, Data source, All types,,,,,3.78,3.84,3.97,3.91,3.86,3.8,3.83,3.99,4.07,4.06,4.21,3.97,3.940833333
Sierra Leone,SLE, Data source, Beer,,,,,0.19,0.18,0.19,0.19,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.155
Sierra Leone,SLE, Data source, Wine,,,,,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.014166667
Sierra Leone,SLE, Data source, Spirits,,,,,0.02,0.02,0.05,0.02,0.01,0.01,0.02,0.03,0.03,0.02,0,0.03,0.021666667
Sierra Leone,SLE, Data source, Other alcoholic beverages,,,,,3.54,3.61,3.69,3.69,3.7,3.63,3.67,3.81,3.9,3.89,4.08,3.81,3.751666667
Singapore,SGP, Data source, All types,1.79,1.83,1.83,1.89,1.8,1.84,1.73,1.7,1.6,1.55,1.49,1.45,1.43,2.16,2.08,2.03,1.7625
Singapore,SGP, Data source, Beer,1.24,1.27,1.23,1.34,1.31,1.29,1.22,1.22,1.13,1.14,1.1,1.07,1.06,1.47,1.34,1.29,1.2325
Singapore,SGP, Data source, Wine,0.27,0.27,0.28,0.27,0.27,0.25,0.23,0.23,0.22,0.19,0.18,0.17,0.15,0.2,0.13,0.12,0.214375
Singapore,SGP, Data source, Spirits,0.25,0.25,0.29,0.25,0.19,0.27,0.25,0.22,0.22,0.19,0.18,0.17,0.18,0.49,0.61,0.61,0.28875
Singapore,SGP, Data source, Other alcoholic beverages,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0,0,0,0.025
Slovakia,SVK, Data source, All types,,10.6,9.89,10.12,10.24,10.13,10.63,11.37,10.58,10.28,10.81,10.03,9.85,10.78,10.73,11.06,10.47333333
Slovakia,SVK, Data source, Beer,,3.3,3.41,3.65,3.53,3.42,3.9,3.79,3.92,3.82,3.84,3.99,4.38,4.53,4.32,4.47,3.884666667
Slovakia,SVK, Data source, Wine,,2.36,1.77,1.65,1.77,1.77,1.65,1.54,1.43,2.15,1.56,1.33,1.46,1.59,1.48,1.49,1.666666667
Slovakia,SVK, Data source, Spirits,,4.36,4.12,4.35,4.47,4.6,4.6,5.54,4.88,4.3,5.41,4.23,3.65,4.29,4.56,4.85,4.547333333
Slovakia,SVK, Data source, Other alcoholic beverages,,0.59,0.59,0.47,0.47,0.35,0.47,0.5,0.36,0,0,0.48,0.36,0.37,0.37,0.25,0.375333333
Slovenia,SVN, Data source, All types,,10.46,9.53,10.95,10.61,10.32,10.52,10.94,11.02,12.26,11.14,10,11.58,9.29,10.8,11.9,10.75466667
Slovenia,SVN, Data source, Beer,,4.36,4.56,4.58,4.94,4.59,5.09,5.16,5.7,5.7,4.7,4.51,4.51,4.32,4.65,5.14,4.834
Slovenia,SVN, Data source, Wine,,5.31,4.09,5.5,4.81,4.84,4.55,4.58,4.08,5.43,5.17,4.18,5.49,3.28,4.29,4.91,4.700666667
Slovenia,SVN, Data source, Spirits,,0.8,0.89,0.87,0.86,0.89,0.88,1.2,1.24,1.13,1.09,1.11,1.58,1.69,1.87,1.84,1.196
Slovenia,SVN, Data source, Other alcoholic beverages,,0,0,0,0,0,0,0,0,0,0.18,0.2,0,0,0,0.01,0.026
Solomon Islands,SLB, Data source, All types,,,,,0.99,1.1,1.21,1.09,0.85,0.99,0.9,1.18,1.18,1.08,0.7,0.71,0.998333333
Solomon Islands,SLB, Data source, Beer,,,,,0.92,0.95,0.91,0.97,0.72,0.93,0.66,0.75,0.74,0.58,0.44,0.62,0.765833333
Solomon Islands,SLB, Data source, Wine,,,,,0.03,0.03,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.01,0.01,0.02,0.021666667
Solomon Islands,SLB, Data source, Spirits,,,,,0.03,0.07,0.22,0.04,0.05,0.03,0.21,0.41,0.43,0.48,0.24,0.07,0.19
Solomon Islands,SLB, Data source, Other alcoholic beverages,,,,,0.01,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0.021666667
Somalia,SOM, Data source, All types,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,SOM, Data source, Beer,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,SOM, Data source, Wine,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,SOM, Data source, Spirits,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,SOM, Data source, Other alcoholic beverages,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,ZAF, Data source, All types,,7.38,7.34,7.38,7.38,7.28,7.6,8.19,8.48,8.5,8.69,6.96,6.93,7.04,7.38,7.3,7.588666667
South Africa,ZAF, Data source, Beer,,4.46,4.5,4.55,4.58,3.5,3.74,3.96,3.97,3.85,3.94,3.87,3.78,3.72,3.73,3.87,4.001333333
South Africa,ZAF, Data source, Wine,,1.35,1.28,1.29,1.29,1.29,1.28,1.37,1.4,1.38,1.41,1.22,1.27,1.46,1.61,1.5,1.36
South Africa,ZAF, Data source, Spirits,,0.57,0.57,0.59,0.59,1.21,1.22,1.29,1.35,1.34,1.32,1.11,1.11,1.1,1.16,1.14,1.044666667
South Africa,ZAF, Data source, Other alcoholic beverages,,1,0.99,0.96,0.91,1.27,1.36,1.57,1.76,1.93,2.03,0.76,0.76,0.76,0.88,0.79,1.182
Spain,ESP, Data source, All types,,,9.25,9.35,9.62,9.78,9.99,10.24,11.05,11.86,11.92,11.96,12.09,12.26,9.86,11.12,10.73928571
Spain,ESP, Data source, Beer,,,4.4,4.42,4.43,4.87,4.98,4.92,5.09,5.15,4.98,4.5,4.47,4.17,4.43,4.19,4.642857143
Spain,ESP, Data source, Wine,,,2.07,2.15,2.14,1.97,2.09,2.23,2.56,3.2,3.44,3.8,3.74,3.96,3.86,4.12,2.952142857
Spain,ESP, Data source, Spirits,,,2.69,2.69,2.96,2.76,2.73,2.88,3.18,3.28,3.27,3.02,3.23,3.57,1.58,2.81,2.903571429
Spain,ESP, Data source, Other alcoholic beverages,,,0.09,0.09,0.09,0.18,0.19,0.21,0.22,0.23,0.23,0.65,0.64,0.58,0,0,0.242857143
Sri Lanka,LKA, Data source, All types,,2.37,2.56,2.8,3.03,2.31,2.05,2.1,2.29,1.96,1.97,1.56,1.69,1.62,1.68,1.45,2.096
Sri Lanka,LKA, Data source, Beer,,0.36,0.39,0.39,0.28,0.3,0.2,0.2,0.2,0.2,0.3,0.17,0.15,0.15,0.1,0.1,0.232666667
Sri Lanka,LKA, Data source, Wine,,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0.002666667
Sri Lanka,LKA, Data source, Spirits,,1.96,2.11,2.35,2.7,1.97,1.81,1.86,2.05,1.72,1.63,1.39,1.53,1.46,1.58,1.34,1.830666667
Sri Lanka,LKA, Data source, Other alcoholic beverages,,0.04,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0,0,0,0,0,0.029333333
Sudan,SDN, Data source, All types,,,,,2.12,1.77,1.99,2.01,2.01,1.9,1.55,1.59,1.74,1.59,1.81,1.76,1.82
Sudan,SDN, Data source, Beer,,,,,0.08,0.17,0.08,0.12,0.08,0.01,0,0,0,0,0,0,0.045
Sudan,SDN, Data source, Wine,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,SDN, Data source, Spirits,,,,,0.36,0.29,0.27,0.26,0.29,0.3,0.27,0.27,0.31,0.35,0.27,0.26,0.291666667
Sudan,SDN, Data source, Other alcoholic beverages,,,,,1.68,1.32,1.64,1.62,1.64,1.59,1.28,1.32,1.43,1.24,1.54,1.5,1.483333333
Suriname,SUR, Data source, All types,,6.32,6.02,5.73,5.64,5.26,5.13,4.94,4.72,4.52,4.47,4.55,4.53,4.41,4.23,4.29,4.984
Suriname,SUR, Data source, Beer,,2.15,2.11,2.07,2.04,2.03,1.99,1.91,1.71,1.64,1.53,1.64,1.65,1.67,1.72,1.67,1.835333333
Suriname,SUR, Data source, Wine,,0.16,0.18,0.11,0.16,0.13,0.32,0.25,0.18,0.11,0.13,0.08,0.09,0.09,0.07,0.05,0.140666667
Suriname,SUR, Data source, Spirits,,3.8,3.51,3.33,3.24,2.93,2.67,2.63,2.69,2.63,2.72,2.75,2.78,2.65,2.44,2.56,2.888666667
Suriname,SUR, Data source, Other alcoholic beverages,,0.21,0.22,0.22,0.2,0.17,0.15,0.15,0.15,0.14,0.09,0.08,0,0,0,0.01,0.119333333
Swaziland,SWZ, Data source, All types,,,,,5.2,4.93,4.9,4.87,5.55,5.53,5.08,5.78,5.65,5.52,6.72,7.19,5.576666667
Swaziland,SWZ, Data source, Beer,,,,,1.67,1.69,1.56,1.48,1.59,1.65,1.73,1.65,1.66,1.59,1.57,1.82,1.638333333
Swaziland,SWZ, Data source, Wine,,,,,0.06,0.05,0.04,0.02,0.04,0.01,0.02,0.02,0.05,0.16,0.26,0.61,0.111666667
Swaziland,SWZ, Data source, Spirits,,,,,0.13,0.02,0.03,0.02,0.4,0.5,0.15,0.89,0.42,0.03,0.46,0.08,0.260833333
Swaziland,SWZ, Data source, Other alcoholic beverages,,,,,3.34,3.17,3.27,3.35,3.52,3.37,3.19,3.22,3.52,3.74,4.43,4.68,3.566666667
Sweden,SWE, Data source, All types,,7.3,7.3,7.4,7.4,7.2,7.3,6.9,6.9,6.5,6.5,6.6,6.9,6.9,6.6,6.2,6.926666667
Sweden,SWE, Data source, Beer,,2.7,2.6,2.7,2.7,2.7,2.7,2.6,2.6,2.5,2.6,2.6,2.8,2.7,2.7,2.7,2.66
Sweden,SWE, Data source, Wine,,3.6,3.6,3.6,3.6,3.4,3.3,3.1,3.1,2.9,2.9,2.8,2.9,2.8,2.5,2.2,3.086666667
Sweden,SWE, Data source, Spirits,,1,1.1,1.1,1.1,1.1,1.2,1.1,1.1,1,1,1.2,1.2,1.4,1.4,1.3,1.153333333
Sweden,SWE, Data source, Other alcoholic beverages,,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0.033333333
Switzerland,CHE, Data source, All types,,9.61,9.73,9.86,9.99,10.01,10.15,10.29,10.44,10.24,10.15,10.55,10.82,10.85,11.12,11.26,10.338
Switzerland,CHE, Data source, Beer,,3.16,3.17,3.17,3.17,3.18,3.3,3.31,3.32,3.21,3.11,3.24,3.37,3.26,3.38,3.39,3.249333333
Switzerland,CHE, Data source, Wine,,4.57,4.69,4.69,4.82,4.94,4.84,4.97,5.1,5,5.14,5.27,5.41,5.55,5.68,5.81,5.098666667
Switzerland,CHE, Data source, Spirits,,1.76,1.76,1.88,1.88,1.77,1.89,1.89,1.9,1.9,1.79,1.92,1.92,1.93,1.93,1.94,1.870666667
Switzerland,CHE, Data source, Other alcoholic beverages,,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
Syrian Arab Republic,SYR, Data source, All types,,,,,0.76,0.78,0.81,0.8,0.83,0.97,0.92,0.93,1.29,1.25,1.29,1.41,1.003333333
Syrian Arab Republic,SYR, Data source, Beer,,,,,0.04,0.05,0.06,0.08,0.08,0.08,0.05,0.05,0.05,0.05,0.06,0.05,0.058333333
Syrian Arab Republic,SYR, Data source, Wine,,,,,0.27,0.27,0.28,0.22,0.22,0.35,0.32,0.32,0.42,0.34,0.33,0.47,0.3175
Syrian Arab Republic,SYR, Data source, Spirits,,,,,0.45,0.46,0.47,0.5,0.52,0.54,0.55,0.56,0.82,0.86,0.9,0.89,0.626666667
Syrian Arab Republic,SYR, Data source, Other alcoholic beverages,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,TJK, Data source, All types,,,,,0.32,0.32,0.3,0.32,0.35,0.38,0.37,0.38,0.36,0.6,0.86,0.37,0.410833333
Tajikistan,TJK, Data source, Beer,,,,,0.03,0.02,0.03,0.04,0.08,0.09,0.08,0.03,0.01,0.02,0.01,0.01,0.0375
Tajikistan,TJK, Data source, Wine,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.05,0.08,0.2,0.18,0.12,0.059166667
Tajikistan,TJK, Data source, Spirits,,,,,0.29,0.29,0.26,0.27,0.27,0.27,0.27,0.3,0.27,0.38,0.67,0.24,0.315
Tajikistan,TJK, Data source, Other alcoholic beverages,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,THA, Data source, All types,,6.41,6.5,6.56,6.07,5.95,5.88,5.92,6.2,6.18,6.26,6.17,6.14,5.93,5.92,5.88,6.131333333
Thailand,THA, Data source, Beer,,1.66,1.68,1.68,1.54,1.59,1.66,1.89,2,1.97,1.7,1.61,1.59,1.3,1.22,1.13,1.614666667
Thailand,THA, Data source, Wine,,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.01,0.022666667
Thailand,THA, Data source, Spirits,,4.7,4.77,4.83,4.49,4.31,4.19,3.99,4.17,4.18,4.54,4.54,4.53,4.61,4.68,4.74,4.484666667
Thailand,THA, Data source, Other alcoholic beverages,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0.007333333
The former Yugoslav republic of Macedonia,MKD, Data source, All types,,1.13,1.03,1.23,1.16,1.47,1.77,1.72,1.75,1.74,1.75,2.07,2.4,2.53,3.27,2.86,1.858666667
The former Yugoslav republic of Macedonia,MKD, Data source, Beer,,0.59,0.59,0.64,0.59,0.75,0.84,0.88,0.92,0.89,0.85,0.98,0.9,0.9,0.55,0.46,0.755333333
The former Yugoslav republic of Macedonia,MKD, Data source, Wine,,0.26,0.2,0.2,0.23,0.33,0.35,0.35,0.34,0.36,0.36,0.39,0.59,0.67,0.88,0.76,0.418
The former Yugoslav republic of Macedonia,MKD, Data source, Spirits,,0.29,0.24,0.39,0.34,0.39,0.58,0.49,0.49,0.5,0.55,0.7,0.91,0.97,1.84,1.65,0.688666667
The former Yugoslav republic of Macedonia,MKD, Data source, Other alcoholic beverages,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timor-Leste,TLS, Data source, All types,,,,,0.5,0.1,0.09,0.06,0.05,0.04,0.36,0.38,0.44,0.48,0.5,0.5,0.291666667
Timor-Leste,TLS, Data source, Beer,,,,,0.36,0.03,0.01,0.01,0,0.01,0.34,0.35,0.37,0.41,0.42,0.42,0.2275
Timor-Leste,TLS, Data source, Wine,,,,,0.09,0.06,0.07,0.04,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.039166667
Timor-Leste,TLS, Data source, Spirits,,,,,0.06,0.02,0.01,0.01,0.01,0.01,0,0.01,0.04,0.04,0.05,0.05,0.025833333
Timor-Leste,TLS, Data source, Other alcoholic beverages,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,TGO, Data source, All types,,,,,1.44,1.21,1.24,1.33,1.37,1.37,1.14,1.01,1.02,1,0.95,1.1,1.181666667
Togo,TGO, Data source, Beer,,,,,0.49,0.63,0.68,0.67,0.59,0.51,0.48,0.47,0.47,0.44,0.43,0.46,0.526666667
Togo,TGO, Data source, Wine,,,,,0.33,0.28,0.25,0.33,0.39,0.42,0.31,0.32,0.25,0.21,0.2,0.1,0.2825
Togo,TGO, Data source, Spirits,,,,,0.35,0.02,0.03,0.05,0.06,0.13,0.06,0.04,0.02,0.04,0.06,0.24,0.091666667
Togo,TGO, Data source, Other alcoholic beverages,,,,,0.27,0.28,0.28,0.29,0.32,0.32,0.28,0.18,0.27,0.31,0.26,0.3,0.28
Tonga,TON, Data source, All types,,,,,0.96,1.24,1.08,1.1,2.05,1.79,1.57,1.8,1.79,1.51,1.35,1.24,1.456666667
Tonga,TON, Data source, Beer,,,,,0.53,0.92,0.62,0.62,0.87,0.87,0.88,0.89,0.89,0.9,0.66,0.66,0.775833333
Tonga,TON, Data source, Wine,,,,,0.1,0.09,0.12,0.11,0.16,0.09,0.28,0.3,0.22,0.08,0.1,0.12,0.1475
Tonga,TON, Data source, Spirits,,,,,0.32,0.23,0.35,0.36,1.02,0.83,0.41,0.43,0.55,0.51,0.59,0.46,0.505
Tonga,TON, Data source, Other alcoholic beverages,,,,,0,0,0,0,0,0,0,0.18,0.13,0.02,0,0,0.0275
Trinidad and Tobago,TTO, Data source, All types,,6.94,6.71,6.7,6.5,6.5,6.37,6.41,6.37,6.35,6.12,5.82,5.53,5.12,4.55,4.68,6.044666667
Trinidad and Tobago,TTO, Data source, Beer,,3.71,3.62,3.59,3.51,3.53,3.32,3.27,3.2,3.21,3.15,2.96,2.78,2.53,2.05,2.12,3.103333333
Trinidad and Tobago,TTO, Data source, Wine,,0.32,0.22,0.15,0.13,0.13,0.12,0.15,0.14,0.1,0.13,0.13,0.11,0.07,0.06,0.09,0.136666667
Trinidad and Tobago,TTO, Data source, Spirits,,2.79,2.76,2.85,2.76,2.75,2.82,2.88,2.92,2.91,2.72,2.64,2.64,2.51,2.43,2.46,2.722666667
Trinidad and Tobago,TTO, Data source, Other alcoholic beverages,,0.12,0.11,0.11,0.1,0.1,0.1,0.11,0.12,0.12,0.11,0.1,0,0,0,0,0.08
Tunisia,TUN, Data source, All types,,1.39,1.29,1.3,1.29,1.28,1.4,1.37,1.24,1.46,1.37,1.36,1.34,1.17,1.19,1.21,1.310666667
Tunisia,TUN, Data source, Beer,,0.95,0.85,0.85,0.85,0.87,0.96,0.94,0.92,0.88,0.86,0.82,0.8,0.79,0.75,0.8,0.859333333
Tunisia,TUN, Data source, Wine,,0.38,0.38,0.39,0.38,0.35,0.38,0.38,0.25,0.51,0.45,0.47,0.49,0.35,0.39,0.37,0.394666667
Tunisia,TUN, Data source, Spirits,,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.06,0.04,0.04,0.04,0.04,0.052666667
Tunisia,TUN, Data source, Other alcoholic beverages,,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.000666667
Turkey,TUR, Data source, All types,,1.45,1.41,1.54,1.53,1.49,1.4,1.39,1.26,1.29,1.29,1.35,1.42,1.47,1.49,1.54,1.421333333
Turkey,TUR, Data source, Beer,,0.83,0.78,0.9,0.86,0.86,0.84,0.85,0.79,0.76,0.77,0.81,0.79,0.77,0.74,0.76,0.807333333
Turkey,TUR, Data source, Wine,,0.13,0.13,0.12,0.13,0.13,0.1,0.08,0.05,0.05,0.06,0.07,0.04,0.04,0.05,0.05,0.082
Turkey,TUR, Data source, Spirits,,0.48,0.49,0.51,0.5,0.5,0.47,0.46,0.42,0.47,0.46,0.47,0.59,0.66,0.69,0.73,0.526666667
Turkey,TUR, Data source, Other alcoholic beverages,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,TKM, Data source, All types,,2.9,2.93,2.75,2.55,2.48,2.35,2.4,2.58,2.71,2.85,2.86,2.88,2.33,2.35,2.9,2.654666667
Turkmenistan,TKM, Data source, Beer,,0.81,0.83,0.64,0.44,0.35,0.25,0.22,0.3,0.27,0.22,0.19,0.17,0.09,0.08,0.08,0.329333333
Turkmenistan,TKM, Data source, Wine,,0.8,0.81,0.81,0.79,0.81,0.82,0.95,1.05,1.2,1.37,1.42,1.46,0.98,0.99,1.52,1.052
Turkmenistan,TKM, Data source, Spirits,,1.28,1.29,1.3,1.31,1.32,1.28,1.24,1.23,1.24,1.26,1.25,1.26,1.27,1.28,1.3,1.274
Turkmenistan,TKM, Data source, Other alcoholic beverages,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuvalu,TUV, Data source, All types,,,,,1.34,1.02,1.31,1.05,0.59,1.37,0.94,1.83,1.41,0.54,1.98,1.16,1.211666667
Tuvalu,TUV, Data source, Beer,,,,,0.13,0.11,0.06,0.11,0.03,0.85,0.54,0.04,0.1,0.29,1.07,0.85,0.348333333
Tuvalu,TUV, Data source, Wine,,,,,1.15,0.55,0.54,0.16,0.07,0.15,0.17,0.04,0.07,0.13,0.18,0.06,0.2725
Tuvalu,TUV, Data source, Spirits,,,,,0.06,0.36,0,0.78,0.49,0.37,0.23,1.75,1.24,0.12,0.73,0.25,0.531666667
Tuvalu,TUV, Data source, Other alcoholic beverages,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,UGA, Data source, All types,,,,,10.22,10.03,9.63,9.79,9.65,9.81,10.09,9.89,10.16,10.42,10.57,10.47,10.06083333
Uganda,UGA, Data source, Beer,,,,,0.72,0.68,0.64,0.53,0.57,0.55,0.5,0.43,0.42,0.43,0.48,0.56,0.5425
